Join Date,Name,Completed
"Nov 28, 2024, 9:10:24 PM",Le Col Next Phase Challenge,true
"Nov 28, 2024, 9:10:26 PM",Run for Valencia with New Balance,true
"Nov 28, 2024, 9:10:27 PM",December 10K Challenge,true
"Nov 28, 2024, 9:10:28 PM",December Swim 5K Challenge,true
"Nov 28, 2024, 9:10:30 PM",December Run 100K Challenge,true
"Nov 28, 2024, 9:10:31 PM",December Ten Days Active Challenge,true
"Nov 28, 2024, 9:10:36 PM",December Half Marathon Challenge,false
"Nov 28, 2024, 9:10:38 PM",December Running Elevation Challenge,false
"Nov 28, 2024, 9:10:41 PM",December Ride 200K Challenge,false
"Nov 29, 2024, 6:45:53 PM",December Gran Fondo Challenge,false
"Nov 29, 2024, 6:45:54 PM",December 400-Minute Challenge,true
"Nov 29, 2024, 6:45:56 PM",December Walk 30K Challenge,false
"Nov 29, 2024, 6:45:57 PM",December Ride 600K Challenge,false
"Nov 29, 2024, 6:45:58 PM",December Streak Challenge,false
"Nov 29, 2024, 6:45:59 PM",December Cycling Elevation Challenge,false
"Dec 21, 2024, 7:55:01 PM",San Silvestre,true
"Jan 1, 2025, 12:49:43 AM",January 10K Challenge,true
"Jan 1, 2025, 4:48:35 PM",January 5K Challenge,true
"Jan 1, 2025, 4:48:36 PM",January Fresh Start Challenge,false
"Jan 1, 2025, 4:48:40 PM",January Run 100K Challenge,true
"Jan 1, 2025, 4:48:41 PM",January Ten Days Active Challenge,true
"Jan 1, 2025, 4:48:43 PM",January Half Marathon Challenge,true
"Jan 1, 2025, 4:48:45 PM",January Ride 200K Challenge,false
"Jan 1, 2025, 4:48:46 PM",January Elevation Challenge,false
"Jan 1, 2025, 4:48:48 PM",January Gran Fondo Challenge,false
"Jan 1, 2025, 4:48:49 PM",January 400-Minute Challenge,true
"Jan 1, 2025, 4:48:50 PM",January Run 300K Challenge,false
"Jan 1, 2025, 4:48:52 PM",January Ride 800K Challenge,false
"Jan 1, 2025, 4:48:54 PM",January Cycling Elevation Challenge,false
"Jan 1, 2025, 4:48:56 PM",January Walk 50K Challenge,false
"Jan 2, 2025, 2:21:26 PM",SPEEDO: POWER 24,false
"Jan 2, 2025, 10:22:26 PM",Time to start HelloFresh in 2025,true
"Jan 12, 2025, 5:46:50 PM",Red Bull Flying Laps,true
"Jan 25, 2025, 12:01:23 AM",Pas Normal Studios January Resolution,false
"Jan 25, 2025, 12:01:25 AM",February Run 100K Challenge,true
"Jan 25, 2025, 12:01:26 AM",February Run 300K Challenge,false
"Jan 25, 2025, 12:01:28 AM",February Elevation Challenge,false
"Jan 25, 2025, 12:01:29 AM",February Ten Days Active Challenge,true
"Jan 25, 2025, 12:01:31 AM",February Snowsport Challenge,false
"Jan 25, 2025, 12:01:32 AM",February Gran Fondo Challenge,false
"Jan 25, 2025, 12:01:35 AM",February 5K Challenge,true
"Jan 25, 2025, 12:01:40 AM",February Ride 200K Challenge,false
"Jan 25, 2025, 12:01:42 AM",February 10K Challenge,true
"Jan 25, 2025, 12:01:43 AM",February Ride 800K Challenge,false
"Jan 25, 2025, 12:01:44 AM",February Cycling Elevation Challenge,false
"Jan 25, 2025, 12:01:46 AM",February Walk 50K Challenge,false
"Jan 25, 2025, 12:01:49 AM",February Half Marathon Challenge,true
"Jan 25, 2025, 12:01:50 AM",February 400-Minute Challenge,true
"Feb 13, 2025, 10:49:44 PM",Virtual NYRR Black History Month 5K,true
"Feb 23, 2025, 12:00:06 AM",March 5K x Brooks Challenge,true
"Feb 23, 2025, 8:32:29 AM",March 10K Challenge,true
"Feb 23, 2025, 8:33:15 AM",March Run 100K Challenge,true
"Feb 23, 2025, 8:33:15 AM",March Elevation Challenge,false
"Feb 23, 2025, 8:33:15 AM",March Half Marathon Challenge,false
"Feb 23, 2025, 8:33:15 AM",March Ten Days Active Challenge,true
"Feb 23, 2025, 8:33:15 AM",March Ride 200K Challenge,false
"Feb 23, 2025, 8:33:15 AM",March 400-Minute Challenge,true
"Feb 23, 2025, 8:33:30 AM",March Gran Fondo Challenge,false
"Feb 23, 2025, 8:33:32 AM",March Run 300K Challenge,false
"Feb 28, 2025, 4:17:54 PM",You Got This: 100 Days powered by adidas,false
"Mar 11, 2025, 7:36:14 AM",Huawei FreeArc: Comfort in Every Move,true
"Mar 21, 2025, 6:59:00 PM",Le Col Classics Challenge,true
"Mar 21, 2025, 6:59:03 PM",ASSOS DETOUR Challenge,false
"Mar 26, 2025, 1:57:10 PM",April Gran Fondo Challenge,false
"Mar 26, 2025, 6:55:06 PM",April 5K x Brooks Challenge,true
"Mar 26, 2025, 7:16:38 PM",April 10K Challenge,true
"Mar 26, 2025, 7:16:39 PM",April Ten Days Active Challenge,true
"Mar 26, 2025, 7:16:41 PM",April Run 100K Challenge,true
"Mar 26, 2025, 7:16:42 PM",April Half Marathon Challenge,false
"Mar 26, 2025, 7:16:43 PM",April Ride 200K Challenge,false
"Mar 26, 2025, 7:16:45 PM",April Elevation Challenge,false
"Mar 26, 2025, 7:16:46 PM",April 400-Minute Challenge,true
"Mar 26, 2025, 7:16:48 PM",March Ride 800K Challenge,false
"Mar 26, 2025, 7:16:49 PM",March Cycling Elevation Challenge,false
"Mar 26, 2025, 7:16:51 PM",March Walk 50K Challenge,false
"Mar 26, 2025, 7:16:54 PM",April Ride 800K Challenge,false
"Mar 26, 2025, 7:16:55 PM",April Cycling Elevation Challenge,false
"Mar 26, 2025, 7:16:58 PM",April Run 300K Challenge,false
"Mar 26, 2025, 7:17:00 PM",April Walk 50K Challenge,false
"Mar 26, 2025, 9:14:11 PM",Together Laps by New Balance,true
"Mar 27, 2025, 7:24:23 AM",Arc’teryx Run Steady Challenge,true
"Apr 23, 2025, 6:22:18 PM",adidas Move For The Planet,false
"Apr 24, 2025, 8:52:51 PM",May Half Marathon Challenge,false
"Apr 24, 2025, 8:53:31 PM",May 5K x Brooks Challenge,true
"Apr 24, 2025, 8:53:42 PM",May Run 300K Challenge,false
"Apr 24, 2025, 9:11:38 PM",May Run 100K Challenge,false
"Apr 24, 2025, 9:11:41 PM",May Ten Days Active Challenge,false
"Apr 25, 2025, 8:19:22 AM",May 10K Challenge,true
"Apr 25, 2025, 8:19:33 AM",May Elevation Challenge,false
"Apr 25, 2025, 8:19:44 AM",May Gran Fondo Challenge,false
"Apr 25, 2025, 8:19:46 AM",May Walk 50K Challenge,false
"Apr 25, 2025, 8:19:48 AM",May Ride 200K Challenge,false
"Apr 25, 2025, 8:19:49 AM",May 400-Minute Challenge,true
"Apr 29, 2025, 10:44:09 AM",The Big Run Powered by Nike and Secret Run Club,true
"Apr 29, 2025, 4:38:55 PM",May Ride 800K Challenge,false
